Optimization Data
 
Start time: 2026-05-20 11:34:36 
 
Solver Options:
Method: Self-Written-slp_mvp 
# algorithm: merit 
# acc: 0.001 
# xtol: 0.001 
# gtol: 0.001 
# finite_diff_abs_step: [2.0207, 0.761, 0.761, 0.761, 0.761, 0.761, 0.03, 0.03, 0.03, 0.03, 0.03, 0.269, 0.269, 0.269, 0.269, 0.269, 0.023, 0.023, 0.023, 0.023, 0.023, 0.269, 0.269, 0.269, 0.269, 0.269, 0.023, 0.023, 0.023, 0.023, 0.023] 
# maxiter: 1000 
# max_fun_evals: 1000 
# Aggregate: None 
# p_value: 8 
# rho_value: 100 
# relaxation: 0 
# move_limit: 0.3 
# move_limit_expand: 1.1 
# move_limit_shrink: 0.5 
# penalty_weight: 0.1 
# max_infeasibility: inf 
Design Variables and Bounds 
# x0 = [202.07, 76.10, 76.10, 76.10, 76.10, 76.10, 3.00, 3.00, 3.00, 3.00, 3.00, 26.90, 26.90, 26.90, 26.90, 26.90, 2.30, 2.30, 2.30, 2.30, 2.30, 26.90, 26.90, 26.90, 26.90, 26.90, 2.30, 2.30, 2.30, 2.30, 2.30]
 x[0] (rad) bounds = [150.0, 350.0] 
 x[1] (d0_1) bounds = [48.3, 114.3] 
 x[2] (d0_2) bounds = [48.3, 114.3] 
 x[3] (d0_3) bounds = [48.3, 114.3] 
 x[4] (d0_4) bounds = [48.3, 114.3] 
 x[5] (d0_5) bounds = [48.3, 114.3] 
 x[6] (t0_1) bounds = [2.5, 5.0] 
 x[7] (t0_2) bounds = [2.5, 5.0] 
 x[8] (t0_3) bounds = [2.5, 5.0] 
 x[9] (t0_4) bounds = [2.5, 5.0] 
 x[10] (t0_5) bounds = [2.5, 5.0] 
 x[11] (d1_h_1) bounds = [10, 50.0] 
 x[12] (d1_h_2) bounds = [10, 50.0] 
 x[13] (d1_h_3) bounds = [10, 50.0] 
 x[14] (d1_h_4) bounds = [10, 50.0] 
 x[15] (d1_h_5) bounds = [10, 50.0] 
 x[16] (t1_h_1) bounds = [1.0, 4.0] 
 x[17] (t1_h_2) bounds = [1.0, 4.0] 
 x[18] (t1_h_3) bounds = [1.0, 4.0] 
 x[19] (t1_h_4) bounds = [1.0, 4.0] 
 x[20] (t1_h_5) bounds = [1.0, 4.0] 
 x[21] (d1_c_1) bounds = [10, 50.0] 
 x[22] (d1_c_2) bounds = [10, 50.0] 
 x[23] (d1_c_3) bounds = [10, 50.0] 
 x[24] (d1_c_4) bounds = [10, 50.0] 
 x[25] (d1_c_5) bounds = [10, 50.0] 
 x[26] (t1_c_1) bounds = [1.0, 4.0] 
 x[27] (t1_c_2) bounds = [1.0, 4.0] 
 x[28] (t1_c_3) bounds = [1.0, 4.0] 
 x[29] (t1_c_4) bounds = [1.0, 4.0] 
 x[30] (t1_c_5) bounds = [1.0, 4.0] 


iteration,eval_index,objective,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,g_max,v_agg,c_val,seg_mass1,seg_mass2,seg_mass3,seg_mass4,seg_mass5
1, 19, 106.83, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.32 ,2.30 ,2.30 ,2.30 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30, NA, NA, NA, 21.359,21.366,21.326,21.326,21.785
1, 20, 106.83, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.32 ,2.30 ,2.30 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30, NA, NA, NA, 21.359,21.326,21.366,21.326,21.785
1, 21, 106.83, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.32 ,2.30 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30, NA, NA, NA, 21.359,21.326,21.326,21.366,21.785
1, 22, 106.83, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.32 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30, NA, NA, NA, 21.359,21.326,21.326,21.326,21.824
1, 23, 106.83, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30 ,27.17 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30, NA, NA, NA, 21.400,21.326,21.326,21.326,21.785
1, 24, 106.83, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30 ,26.90 ,27.17 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30, NA, NA, NA, 21.359,21.368,21.326,21.326,21.785
1, 25, 106.83, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30 ,26.90 ,26.90 ,27.17 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30, NA, NA, NA, 21.359,21.326,21.368,21.326,21.785
1, 26, 106.83, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30 ,26.90 ,26.90 ,26.90 ,27.17 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30, NA, NA, NA, 21.359,21.326,21.326,21.368,21.785
1, 27, 106.83, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30 ,26.90 ,26.90 ,26.90 ,26.90 ,27.17 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30, NA, NA, NA, 21.359,21.326,21.326,21.326,21.826
1, 28, 106.82, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.32 ,2.30 ,2.30 ,2.30 ,2.30, NA, NA, NA, 21.393,21.326,21.326,21.326,21.785
1, 29, 106.82, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.32 ,2.30 ,2.30 ,2.30, NA, NA, NA, 21.359,21.361,21.326,21.326,21.785
1, 30, 106.82, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.32 ,2.30 ,2.30, NA, NA, NA, 21.359,21.326,21.361,21.326,21.785
1, 31, 106.82, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.32 ,2.30, NA, NA, NA, 21.359,21.326,21.326,21.361,21.785
1, 32, 106.82, 202.07 ,76.10 ,76.10 ,76.10 ,76.10 ,76.10 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.30 ,26.90 ,26.90 ,26.90 ,26.90 ,26.90 ,2.30 ,2.30 ,2.30 ,2.30 ,2.32, NA, NA, NA, 21.359,21.326,21.326,21.326,21.819
1, 33, 79.91, 172.07 ,66.20 ,72.16 ,66.20 ,71.35 ,66.20 ,2.83 ,3.07 ,2.83 ,3.03 ,2.83 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.182,15.231,16.907,15.606
2, 34, 80.11, 174.09 ,66.20 ,72.16 ,66.20 ,71.35 ,66.20 ,2.83 ,3.07 ,2.83 ,3.03 ,2.83 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.298,17.222,15.271,16.948,15.646
2, 35, 80.04, 172.07 ,66.96 ,72.16 ,66.20 ,71.35 ,66.20 ,2.83 ,3.07 ,2.83 ,3.03 ,2.83 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.387,17.182,15.231,16.907,15.606
2, 36, 80.05, 172.07 ,66.20 ,72.92 ,66.20 ,71.35 ,66.20 ,2.83 ,3.07 ,2.83 ,3.03 ,2.83 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.322,15.231,16.907,15.606
2, 37, 80.04, 172.07 ,66.20 ,72.16 ,66.96 ,71.35 ,66.20 ,2.83 ,3.07 ,2.83 ,3.03 ,2.83 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.182,15.360,16.907,15.606
2, 38, 80.05, 172.07 ,66.20 ,72.16 ,66.20 ,72.11 ,66.20 ,2.83 ,3.07 ,2.83 ,3.03 ,2.83 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.182,15.231,17.046,15.606
2, 39, 80.04, 172.07 ,66.20 ,72.16 ,66.20 ,71.35 ,66.96 ,2.83 ,3.07 ,2.83 ,3.03 ,2.83 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.182,15.231,16.907,15.739
2, 40, 80.02, 172.07 ,66.20 ,72.16 ,66.20 ,71.35 ,66.20 ,2.86 ,3.07 ,2.83 ,3.03 ,2.83 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.366,17.182,15.231,16.907,15.606
2, 41, 80.03, 172.07 ,66.20 ,72.16 ,66.20 ,71.35 ,66.20 ,2.83 ,3.10 ,2.83 ,3.03 ,2.83 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.300,15.231,16.907,15.606
2, 42, 80.02, 172.07 ,66.20 ,72.16 ,66.20 ,71.35 ,66.20 ,2.83 ,3.07 ,2.86 ,3.03 ,2.83 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.182,15.340,16.907,15.606
2, 43, 80.03, 172.07 ,66.20 ,72.16 ,66.20 ,71.35 ,66.20 ,2.83 ,3.07 ,2.83 ,3.06 ,2.83 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.182,15.231,17.025,15.606
2, 44, 80.02, 172.07 ,66.20 ,72.16 ,66.20 ,71.35 ,66.20 ,2.83 ,3.07 ,2.83 ,3.03 ,2.86 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.182,15.231,16.907,15.718
2, 45, 79.94, 172.07 ,66.20 ,72.16 ,66.20 ,71.35 ,66.20 ,2.83 ,3.07 ,2.83 ,3.03 ,2.83 ,21.17 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.290,17.182,15.231,16.907,15.606
2, 46, 79.94, 172.07 ,66.20 ,72.16 ,66.20 ,71.35 ,66.20 ,2.83 ,3.07 ,2.83 ,3.03 ,2.83 ,20.90 ,21.17 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.215,15.231,16.907,15.606
2, 47, 79.94, 172.07 ,66.20 ,72.16 ,66.20 ,71.35 ,66.20 ,2.83 ,3.07 ,2.83 ,3.03 ,2.83 ,20.90 ,20.90 ,21.17 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.182,15.264,16.907,15.606
2, 48, 79.94, 172.07 ,66.20 ,72.16 ,66.20 ,71.35 ,66.20 ,2.83 ,3.07 ,2.83 ,3.03 ,2.83 ,20.90 ,20.90 ,20.90 ,21.17 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85 ,20.90 ,20.90 ,20.90 ,20.90 ,20.90 ,1.85 ,1.85 ,1.85 ,1.85 ,1.85, NA, NA, NA, 15.257,17.182,15.231,16.940,15.606
